id,citation_number,citation_date,first_name,last_name,date_of_birth,defendant_address,defendant_city,defendant_state,drivers_license_number,court_date,court_location,court_address
447,784903707,2/8/2015 0:00,Chris,Garcia,6/6/1980 0:00,33507 6th Terrace,TWIN OAKS,,K182678188,9/28/2015 0:00,,
448,593615986,5/24/2015 0:00,Patricia,Harvey,10/26/1973 0:00,1 Cherokee Place,ROCK HILL,MO,O841958282,10/26/2015 0:00,BALLWIN,300 Park Drive
449,201058921,6/18/2015 0:00,Patricia,Harvey,10/26/1973 0:00,1 Cherokee Place,ROCK HILL,MO,O841958282,12/24/2015 0:00,MAPLEWOOD,7601 Manchester Road
450,467217013,3/8/2015 0:00,Jose,Washington,2/8/1956 0:00,209 Hallows Way,GREENDALE,MO,B708135643,12/7/2015 0:00,COUNTRY CLUB HILLS,7422 Eunice Avenue
451,10460213,1/14/2015 0:00,Mildred,Wilson,5/9/1979 0:00,,BERKELEY,MO,,11/27/2015 0:00,NORTHWOODS,4600 Oakridge Boulevard
452,426466277,2/2/2015 0:00,Susan,Schmidt,2/6/1986 0:00,0 Weeping Birch Way,FLORISSANT,MO,U466429749,11/9/2015 0:00,GLENDALE,424 North Sappington Road
453,583394417,3/26/2015 0:00,David,Morales,,14 Morrow Trail,VELDA VILLAGE HILLS,MO,K991059779,10/21/2015 0:00,CLARKSON VALLEY,15933 Clayton Road
454,971165487,7/20/2015 0:00,Adam,Wheeler,2/28/1979 0:00,,BRIDGETON,MO,M961044624,11/10/2015 0:00,RICHMOND HEIGHTS,7447 Dale Avenue
455,711788736,2/28/2015 0:00,Ruth,Reynolds,6/4/1972 0:00,1282 Granby Alley,UPLANDS PARK,MO,V429646355,10/15/2015 0:00,SUNSET HILLS,3939 South Lindbergh
456,880207515,8/12/2015 0:00,Jean,Johnson,7/16/1987 0:00,64944 Brickson Park Pass,MACKENZIE,,,12/1/2015 0:00,MANCHESTER,200 Highlands Blvd. Dr.
457,346259129,2/20/2015 0:00,Melissa,Russell,4/12/1972 0:00,8 Maple Wood Terrace,BELLA VILLA,MO,,10/24/2015 0:00,MACKENZIE,4400 Shrewsbury Avenue
458,936909312,8/5/2015 0:00,Eric,Harrison,7/10/1955 0:00,,KINLOCH,MO,Q442680118,11/30/2015 0:00,MARLBOROUGH,7826 Wimbledon Drive
459,386190583,2/23/2015 0:00,Lois,Torres,4/18/1966 0:00,,BEL-NOR,MO,Q455520590,9/27/2015 0:00,BEVERLY HILLS,7150 Natural Bridge Road
460,739292064,6/17/2015 0:00,Terry,Wagner,7/24/1981 0:00,51224 Nancy Parkway,BELLA VILLA,,L872424093,,FERGUSON,110 Church Street
461,303306924,5/17/2015 0:00,Louise,Sims,7/2/1986 0:00,238 Monument Place,UPLANDS PARK,MO,F764627392,,HILLSDALE,6428 Jesse Jackson Avenue
462,116894147,,Janet,Diaz,,14900 Glacier Hill Road,GLENDALE,MO,M335664838,12/15/2015 0:00,VELDA VILLAGE HILLS,3501 Avondale Avenue
463,853767501,9/7/2015 0:00,Christina,Peters,3/24/1971 0:00,457 Menomonie Plaza,KINLOCH,,P071807955,12/9/2015 0:00,GLENDALE,424 North Sappington Road
464,757912889,1/3/2015 0:00,Robert,Warren,11/6/1990 0:00,,GRANTWOOD VILLAGE,MO,K765459384,11/13/2015 0:00,UNINCORPORATED WEST ST. LOUIS COUNTY,82 Clarkson Wilson Centre
465,184778809,6/21/2015 0:00,Nicholas,Miller,7/16/1986 0:00,6 Homewood Parkway,,MO,D950407309,11/20/2015 0:00,BRENTWOOD,2348 South Brentwood Boulevard
466,970053805,7/12/2015 0:00,Cynthia,Howell,2/8/1983 0:00,,WARSON WOODS,MO,L053712360,10/25/2015 0:00,EUREKA,120 City Hall Drive
467,804584823,2/2/2015 0:00,Beverly,Williamson,4/20/1965 0:00,323 Glendale Court,NORTHWOODS,MO,S504678203,10/25/2015 0:00,BLACK JACK,12500 Old Jamestown Road
468,415337106,5/20/2015 0:00,Beverly,Williamson,4/20/1965 0:00,323 Glendale Court,NORTHWOODS,MO,S504678203,12/13/2015 0:00,CHESTERFIELD,690 Chesterfield Parkway West
469,348275774,1/4/2015 0:00,Carl,Nelson,1/25/1967 0:00,3602 Heffernan Point,UNIVERSITY CITY,MO,H458852196,12/9/2015 0:00,,
470,323866048,5/8/2015 0:00,Denise,Coleman,6/24/1980 0:00,80 Green Hill,,MO,B517054814,9/14/2015 0:00,CRESTWOOD,1 Detjen Drive
471,715271248,6/18/2015 0:00,Sarah,Carter,2/25/1960 0:00,1714 Bunker Hill Drive,BLACK JACK,MO,O825934132,12/12/2015 0:00,VINITA TERRACE,8027 Page Boulevard
472,346005660,3/29/2015 0:00,Steve,Carter,10/28/1958 0:00,43346 East Circle,MARYLAND HEIGHTS,MO,S874955751,11/6/2015 0:00,WILDWOOD,16860 Main Street
473,287533680,5/20/2015 0:00,Joshua,Banks,6/10/1988 0:00,0615 Laurel Circle,VELDA VILLAGE HILLS,MO,A362390591,10/20/2015 0:00,HILLSDALE,6428 Jesse Jackson Avenue
474,809159315,6/10/2015 0:00,Margaret,Lane,10/24/1975 0:00,,WESTWOOD,MO,M868421690,10/7/2015 0:00,MOLINE ACRES,2449 Chambers Road
475,55262516,5/11/2015 0:00,Douglas,Robertson,10/10/1980 0:00,0619 Basil Court,WESTWOOD,MO,E398390393,11/7/2015 0:00,PINE LAWN,6250 Steve Marve Avenue
476,380142640,4/14/2015 0:00,Joshua,Mitchell,9/13/1978 0:00,752 Meadow Valley Way,MAPLEWOOD,MO,,12/20/2015 0:00,HAZELWOOD,415 Elm Grove Lane
477,446722547,8/7/2015 0:00,Patricia,Rivera,11/27/1964 0:00,538 Macpherson Parkway,WESTWOOD,MO,X489182129,12/25/2015 0:00,FERGUSON,110 Church Street
478,91679444,9/5/2015 0:00,Patricia,Rivera,11/27/1964 0:00,538 Macpherson Parkway,WESTWOOD,MO,X489182129,9/24/2015 0:00,GRANTWOOD VILLAGE,One Missionary Way
479,409721586,2/25/2015 0:00,Jeffrey,Lane,,83011 Merchant Center,MOLINE ACRES,MO,L203975600,11/6/2015 0:00,SYCAMORE HILLS,8944 St. Charles Rock Road
480,213808125,3/13/2015 0:00,Justin,Walker,6/18/1986 0:00,,MANCHESTER,MO,V685015237,12/23/2015 0:00,BRECKENRIDGE HILLS,9623 St. Charles Rock Road
481,755521424,6/18/2015 0:00,Justin,Walker,6/18/1986 0:00,,MANCHESTER,MO,V685015237,12/29/2015 0:00,CALVERTON PARK,52 Young Drive
482,13254226,6/13/2015 0:00,Justin,Walker,6/18/1986 0:00,,MANCHESTER,MO,V685015237,,SUNSET HILLS,3939 South Lindbergh
483,51939897,7/16/2015 0:00,Justin,Walker,6/18/1986 0:00,,MANCHESTER,MO,V685015237,11/17/2015 0:00,CRESTWOOD,1 Detjen Drive
484,819160596,8/24/2015 0:00,Marilyn,Reid,4/17/1984 0:00,3 Hansons Circle,EDMUNDSON,MO,A311907359,9/24/2015 0:00,MARLBOROUGH,7826 Wimbledon Drive
485,828940668,2/1/2015 0:00,Carol,Armstrong,2/1/1964 0:00,419 2nd Crossing,WELLSTON,MO,R441755964,12/12/2015 0:00,JENNINGS,7005 Florence Avenue
486,148652255,1/1/2015 0:00,Carol,Armstrong,2/1/1964 0:00,419 2nd Crossing,WELLSTON,MO,R441755964,11/20/2015 0:00,RIVERVIEW,9699 Lilac Drive
487,915827922,1/22/2015 0:00,Wayne,Nguyen,2/22/1991 0:00,1 Melvin Trail,ST. ANN,MO,Q382361883,12/8/2015 0:00,GREENDALE,7700 Natural Bridge Road
488,366885300,9/5/2015 0:00,Wanda,Ray,2/5/1962 0:00,851 Russell Park,FRONTENAC,MO,F411853697,12/20/2015 0:00,WILDWOOD,16860 Main Street
489,87016297,3/23/2015 0:00,Ralph,Duncan,10/1/1994 0:00,881 Helena Center,CHARLACK,MO,E824112051,10/28/2015 0:00,FERGUSON,110 Church Street
490,519720805,6/18/2015 0:00,William,Mitchell,1/20/1958 0:00,0797 Westend Circle,UPLANDS PARK,MO,,11/26/2015 0:00,PAGEDALE,1420 Ferguson Avenue
491,136198634,5/29/2015 0:00,Lisa,Sims,4/25/1960 0:00,30 Calypso Court,NORMANDY,MO,D222387855,9/28/2015 0:00,CHESTERFIELD,690 Chesterfield Parkway West
492,357908794,6/29/2015 0:00,Margaret,Bishop,6/12/1978 0:00,4 Bunting Plaza,BERKELEY,MO,R426445039,11/16/2015 0:00,,
493,492518354,8/31/2015 0:00,Louis,George,5/3/1955 0:00,21 Park Meadow Trail,OVERLAND,MO,O088897751,11/13/2015 0:00,HILLSDALE,6428 Jesse Jackson Avenue
494,49611128,1/14/2015 0:00,Kathryn,Bishop,8/27/1963 0:00,,ST. ANN,MO,U015943688,10/8/2015 0:00,FLORISSANT,315 Howdershell Road
495,980534132,8/31/2015 0:00,Amanda,Nguyen,12/19/1959 0:00,12 Kedzie Parkway,PINE LAWN,MO,R620292026,12/19/2015 0:00,MANCHESTER,200 Highlands Blvd. Dr.
496,418596856,5/30/2015 0:00,Keith,Johnson,12/18/1991 0:00,8530 Quincy Hill,HILLSDALE,MO,Y493643799,9/13/2015 0:00,BELLEFONTAINE NEIGHBORS,9641 Bellefontaine Road
497,784801129,4/28/2015 0:00,Roger,Fowler,12/6/1958 0:00,,PINE LAWN,MO,A458431772,12/30/2015 0:00,SYCAMORE HILLS,8944 St. Charles Rock Road
498,657150607,4/21/2015 0:00,Mark,Rodriguez,10/30/1986 0:00,23 Ridgeway Parkway,OVERLAND,MO,C094427614,10/25/2015 0:00,KINLOCH,8140 Scott
499,946016555,5/1/2015 0:00,Emily,Hayes,3/10/1983 0:00,2 Dwight Road,HAZELWOOD,MO,K374451639,11/6/2015 0:00,KIRKWOOD,139 S. Kirkwood Road
500,407628604,4/23/2015 0:00,Ronald,Garcia,2/12/1983 0:00,243 Anniversary Way,VINITA TERRACE,MO,C195568319,9/30/2015 0:00,EUREKA,120 City Hall Drive
501,680210463,7/17/2015 0:00,Irene,Reyes,12/22/1956 0:00,390 Weeping Birch Plaza,WESTWOOD,MO,P962968772,11/3/2015 0:00,UNINCORPORATED SOUTH ST. LOUIS COUNTY,4544 Lemay Ferry Road
502,323142982,8/16/2015 0:00,Carl,Long,1/26/1976 0:00,92886 Jackson Avenue,ST. LOUIS CITY,MO,P402210431,12/2/2015 0:00,KIRKWOOD,139 S. Kirkwood Road
503,384611002,1/19/2015 0:00,Roger,Walker,3/21/1975 0:00,69010 Talmadge Center,WILDWOOD,MO,,10/22/2015 0:00,SYCAMORE HILLS,8944 St. Charles Rock Road
504,3624727,8/23/2015 0:00,Roger,Walker,3/21/1975 0:00,69010 Talmadge Center,WILDWOOD,MO,,12/22/2015 0:00,MOLINE ACRES,2449 Chambers Road
505,428889561,5/16/2015 0:00,Roger,Walker,3/21/1975 0:00,69010 Talmadge Center,WILDWOOD,MO,,12/14/2015 0:00,DES PERES,12325 Manchester Road
506,623847751,2/6/2015 0:00,Roger,Walker,3/21/1975 0:00,69010 Talmadge Center,WILDWOOD,MO,,10/18/2015 0:00,ELLISVILLE,37 Weis Avenue
507,193265175,2/4/2015 0:00,Debra,Larson,9/16/1994 0:00,835 Lunder Drive,FENTON,MO,F261219468,11/30/2015 0:00,UNINCORPORATED CENTRAL ST. LOUIS COUNTY,7900 Carondelet Avenue
508,231941774,2/4/2015 0:00,Heather,Lopez,4/27/1965 0:00,7 Kensington Parkway,NORMANDY,MO,O565822006,11/27/2015 0:00,BRENTWOOD,2348 South Brentwood Boulevard
509,478669746,1/17/2015 0:00,Ashley,Hawkins,5/26/1993 0:00,8 Almo Crossing,PASADENA HILLS,MO,N116287494,12/17/2015 0:00,CRESTWOOD,1 Detjen Drive
510,398355398,3/9/2015 0:00,Joshua,Stanley,9/28/1992 0:00,97 Raven Alley,MARYLAND HEIGHTS,MO,K250527287,9/23/2015 0:00,NORTHWOODS,4600 Oakridge Boulevard
511,481142426,3/30/2015 0:00,Joshua,Stanley,9/28/1992 0:00,97 Raven Alley,MARYLAND HEIGHTS,MO,K250527287,9/29/2015 0:00,CRESTWOOD,1 Detjen Drive
512,873598280,5/27/2015 0:00,Joshua,Stanley,9/28/1992 0:00,97 Raven Alley,MARYLAND HEIGHTS,MO,K250527287,9/19/2015 0:00,KIRKWOOD,139 S. Kirkwood Road
513,137757292,3/26/2015 0:00,Nancy,Spencer,3/22/1994 0:00,3777 Kedzie Point,HILLSDALE,MO,,11/29/2015 0:00,CALVERTON PARK,52 Young Drive
514,329368554,3/21/2015 0:00,Marie,Sullivan,8/30/1962 0:00,8 Grasskamp Way,CALVERTON PARK,MO,B653514358,12/11/2015 0:00,MARYLAND HEIGHTS,11911 Dorsett Road
515,865972868,6/19/2015 0:00,Jeffrey,Medina,11/22/1971 0:00,13 Dapin Crossing,BEL-RIDGE,MO,U953983066,11/26/2015 0:00,FERGUSON,110 Church Street
516,34547134,3/10/2015 0:00,Jeffrey,Medina,11/22/1971 0:00,13 Dapin Crossing,BEL-RIDGE,MO,U953983066,12/29/2015 0:00,CHARLACK,8401 Midland Boulevard
517,104450059,3/31/2015 0:00,Jeffrey,Medina,11/22/1971 0:00,13 Dapin Crossing,BEL-RIDGE,MO,U953983066,,VALLEY PARK,320 Benton Street
518,938707097,7/31/2015 0:00,Margaret,West,6/15/1980 0:00,02 Comanche Center,PAGEDALE,MO,K019254891,12/3/2015 0:00,WELLSTON,1414 Evergreen
519,187723993,8/8/2015 0:00,Sara,Stephens,1/11/1959 0:00,71 Dorton Way,BELLA VILLA,MO,,11/24/2015 0:00,WARSON WOODS,10015 Manchester Road
520,831476991,4/12/2015 0:00,Kathryn,Shaw,4/11/1965 0:00,5 Crowley Crossing,GREENDALE,MO,T592907154,10/21/2015 0:00,BRENTWOOD,2348 South Brentwood Boulevard
521,49724311,3/3/2015 0:00,Sean,Palmer,2/5/1981 0:00,2254 Eastlawn Place,ELLISVILLE,MO,W567848893,11/16/2015 0:00,EDMUNDSON,4440 Holman Lane
522,437355555,7/6/2015 0:00,Sean,Castillo,1/23/1956 0:00,34 Lillian Park,PINE LAWN,MO,,11/20/2015 0:00,,
523,550691898,5/4/2015 0:00,Eugene,Richardson,4/20/1951 0:00,3 Brickson Park Crossing,CLARKSON VALLEY,MO,O144421054,,SYCAMORE HILLS,8944 St. Charles Rock Road
524,149103006,3/8/2015 0:00,Jimmy,Nichols,1/13/1954 0:00,15053 Clyde Gallagher Crossing,BEL-NOR,MO,H100205238,11/19/2015 0:00,VINITA TERRACE,8027 Page Boulevard
525,539648260,8/31/2015 0:00,Jason,Long,5/28/1959 0:00,32669 Menomonie Drive,ST. ANN,MO,W853783997,9/26/2015 0:00,,
526,883845131,6/22/2015 0:00,Paul,Morgan,4/11/1966 0:00,594 Bayside Plaza,RICHMOND HEIGHTS,MO,,10/16/2015 0:00,HANLEY HILLS,7713 Utica Drive
527,192050701,7/5/2015 0:00,Katherine,Andrews,5/21/1951 0:00,9 Springs Junction,PINE LAWN,MO,Q837998765,12/13/2015 0:00,BRENTWOOD,2348 South Brentwood Boulevard
528,880933147,8/10/2015 0:00,George,Fields,10/31/1976 0:00,95805 Bartillon Plaza,GRANTWOOD VILLAGE,MO,C786057245,11/9/2015 0:00,UPLANDS PARK,6390 Natural Bridge Road
529,31884109,2/6/2015 0:00,Eric,Kelly,7/29/1964 0:00,0343 Hoard Road,BEL-RIDGE,MO,F244254847,11/20/2015 0:00,PASADENA HILLS,3915 Roland Boulevard
530,319151999,5/25/2015 0:00,Terry,Green,3/24/1954 0:00,13 Straubel Trail,MAPLEWOOD,MO,C411808827,10/25/2015 0:00,BERKELEY 1,6120 Madison
531,368322417,3/25/2015 0:00,George,Cook,4/27/1956 0:00,,CHAMP,MO,Q063465516,10/17/2015 0:00,CALVERTON PARK,52 Young Drive
532,542402547,5/2/2015 0:00,Donald,Bowman,10/23/1956 0:00,65245 Banding Street,OVERLAND,MO,D639560606,12/17/2015 0:00,PACIFIC,300 Hoven Drive
533,761837003,2/12/2015 0:00,Howard,Harper,2/22/1988 0:00,0 Florence Circle,LAKESHIRE,MO,F130189768,11/21/2015 0:00,,
534,923153208,6/2/2015 0:00,Nicole,Johnson,6/10/1958 0:00,8 Nobel Trail,BELLA VILLA,MO,C076819320,10/2/2015 0:00,UNINCORPORATED WEST ST. LOUIS COUNTY,82 Clarkson Wilson Centre
535,653360748,5/17/2015 0:00,Nicole,Johnson,6/10/1958 0:00,8 Nobel Trail,BELLA VILLA,MO,C076819320,12/4/2015 0:00,BEVERLY HILLS,7150 Natural Bridge Road
536,393912078,4/12/2015 0:00,Nicole,Johnson,6/10/1958 0:00,8 Nobel Trail,BELLA VILLA,MO,C076819320,12/17/2015 0:00,TOWN AND COUNTRY,1011 Municipal Center Drive
537,473234860,7/14/2015 0:00,Christina,Carr,3/12/1984 0:00,95443 Glacier Hill Center,HANLEY HILLS,MO,I336804097,11/29/2015 0:00,WARSON WOODS,10015 Manchester Road
538,873517728,3/12/2015 0:00,Janet,Duncan,6/1/1969 0:00,1 Colorado Trail,HILLSDALE,MO,,9/26/2015 0:00,DES PERES,12325 Manchester Road
539,993300290,5/2/2015 0:00,Annie,Fowler,6/28/1968 0:00,,BRIDGETON,MO,N797959653,10/25/2015 0:00,VELDA CITY,2560 Lucas & Hunt Road
540,934724995,2/19/2015 0:00,Annie,Fowler,6/28/1968 0:00,,BRIDGETON,MO,N797959653,12/27/2015 0:00,MARYLAND HEIGHTS,11911 Dorsett Road
541,345909180,9/6/2015 0:00,Jonathan,Frazier,3/8/1962 0:00,4193 Quincy Pass,JENNINGS,MO,C335919258,11/12/2015 0:00,KIRKWOOD,139 S. Kirkwood Road
542,769231436,3/9/2015 0:00,Billy,Larson,9/6/1975 0:00,567 Brentwood Way,MAPLEWOOD,MO,D454188683,10/31/2015 0:00,SYCAMORE HILLS,8944 St. Charles Rock Road
543,185454897,5/6/2015 0:00,Robert,Fox,11/30/1967 0:00,848 Harbort Place,RICHMOND HEIGHTS,MO,D163133335,10/28/2015 0:00,SHREWSBURY,4400 Shrewsbury Avenue
544,638314140,5/24/2015 0:00,Donald,Thompson,5/24/1983 0:00,35466 Moulton Junction,CALVERTON PARK,MO,E498215060,9/24/2015 0:00,CHARLACK,8401 Midland Boulevard
545,587551894,6/13/2015 0:00,Judy,Austin,2/6/1968 0:00,66 David Crossing,SHREWSBURY,MO,I283524628,11/9/2015 0:00,SYCAMORE HILLS,8944 St. Charles Rock Road
546,41762019,,Joan,Reed,10/27/1952 0:00,403 Superior Avenue,WESTWOOD,MO,L265445625,12/19/2015 0:00,BALLWIN,300 Park Drive
547,438725157,5/6/2015 0:00,Matthew,Harrison,12/2/1950 0:00,,WARSON WOODS,MO,B109454167,10/22/2015 0:00,KIRKWOOD,139 S. Kirkwood Road
548,487386198,7/8/2015 0:00,Judith,Gibson,3/9/1988 0:00,79270 Lake View Drive,SYCAMORE HILLS,MO,V307781370,10/9/2015 0:00,VALLEY PARK,320 Benton Street
549,97189178,2/28/2015 0:00,Chris,Elliott,6/11/1973 0:00,,SUNSET HILLS,MO,R300206873,11/21/2015 0:00,SYCAMORE HILLS,8944 St. Charles Rock Road
550,401459958,2/5/2015 0:00,Rachel,Wells,9/28/1979 0:00,41 Southridge Place,GLENDALE,MO,H616360864,11/23/2015 0:00,HILLSDALE,6428 Jesse Jackson Avenue
551,14560915,7/15/2015 0:00,Angela,Woods,11/1/1985 0:00,1350 Hudson Hill,ST. ANN,MO,W510639221,10/26/2015 0:00,MAPLEWOOD,7601 Manchester Road
552,186327416,5/9/2015 0:00,Sarah,Ramos,5/12/1952 0:00,5526 Messerschmidt Trail,MAPLEWOOD,MO,M815967156,10/20/2015 0:00,COUNTRY CLUB HILLS,7422 Eunice Avenue
553,735497007,2/10/2015 0:00,Aaron,Tucker,2/9/1968 0:00,0 Bowman Circle,BRENTWOOD,MO,,10/20/2015 0:00,UNINCORPORATED SOUTH ST. LOUIS COUNTY,4544 Lemay Ferry Road
554,728731454,2/6/2015 0:00,Anna,Williams,3/19/1991 0:00,56 Melrose Hill,OLIVETTE,MO,M354084092,10/4/2015 0:00,VINITA PARK,8374 Midland Boulevard
555,99198235,4/11/2015 0:00,Denise,Henry,8/4/1961 0:00,2 Maple Hill,NORWOOD COURT,MO,X118966180,12/12/2015 0:00,CLARKSON VALLEY,15933 Clayton Road
556,230655896,6/10/2015 0:00,Jeremy,Martin,3/19/1984 0:00,,DELLWOOD,MO,O483602405,,VELDA VILLAGE HILLS,3501 Avondale Avenue
557,277112950,8/14/2015 0:00,Bobby,Gutierrez,9/10/1982 0:00,87 Northwestern Plaza,WILDWOOD,MO,S192069729,11/11/2015 0:00,MARLBOROUGH,7826 Wimbledon Drive
558,601950786,8/25/2015 0:00,Nancy,Butler,12/12/1968 0:00,110 Nevada Terrace,BEL-NOR,MO,,12/29/2015 0:00,,
559,543420405,4/29/2015 0:00,Robin,Nichols,6/26/1961 0:00,105 Derek Center,FERGUSON,MO,L357892877,11/14/2015 0:00,,
560,598895829,9/7/2015 0:00,Ann,Garcia,6/1/1974 0:00,938 Farmco Avenue,LAKESHIRE,MO,K891656551,10/25/2015 0:00,WELLSTON,1414 Evergreen
561,806566924,2/1/2015 0:00,Debra,Warren,5/18/1992 0:00,213 Jackson Drive,TWIN OAKS,MO,Q926753421,10/22/2015 0:00,LADUE,9435 Clayton Road
562,437220237,3/13/2015 0:00,Ashley,Garza,2/20/1954 0:00,50620 Ronald Regan Trail,CRYSTAL LAKE PARK,MO,S846270312,9/17/2015 0:00,PASADENA PARK,7615 South Sunset
563,536053582,1/17/2015 0:00,Ashley,Garza,2/20/1954 0:00,50620 Ronald Regan Trail,CRYSTAL LAKE PARK,MO,S846270312,10/29/2015 0:00,FRONTENAC,10555 Clayton Road
564,747219909,6/15/2015 0:00,Steve,Bell,2/24/1984 0:00,4 Sundown Park,NORMANDY,,B318116925,10/11/2015 0:00,PASADENA HILLS,3915 Roland Boulevard
565,222807278,8/28/2015 0:00,Robin,James,11/4/1954 0:00,37224 Surrey Park,HILLSDALE,MO,H866771499,,,
566,453253483,3/31/2015 0:00,Susan,Richards,2/21/1967 0:00,18 Quincy Street,ROCK HILL,MO,U250084141,12/23/2015 0:00,VINITA PARK,8374 Midland Boulevard
567,419441823,4/10/2015 0:00,Carolyn,Brown,,25 Spaight Point,FLORISSANT,MO,B511308400,12/16/2015 0:00,PAGEDALE,1420 Ferguson Avenue
568,514422712,6/21/2015 0:00,Carolyn,Brown,8/1/1980 0:00,25 Spaight Point,FLORISSANT,MO,B511308400,10/23/2015 0:00,BALLWIN,300 Park Drive
569,730977275,5/30/2015 0:00,Carolyn,Brown,8/1/1980 0:00,25 Spaight Point,FLORISSANT,MO,B511308400,12/9/2015 0:00,PACIFIC,300 Hoven Drive
570,25702609,8/26/2015 0:00,Carolyn,Brown,8/1/1980 0:00,25 Spaight Point,FLORISSANT,MO,,10/19/2015 0:00,CRESTWOOD,1 Detjen Drive
571,450901231,3/4/2015 0:00,Carolyn,Brown,8/1/1980 0:00,25 Spaight Point,FLORISSANT,MO,B511308400,12/2/2015 0:00,RICHMOND HEIGHTS,7447 Dale Avenue
572,927607418,3/25/2015 0:00,Jean,Lopez,9/9/1968 0:00,1561 Eliot Avenue,WESTWOOD,MO,W973979733,9/27/2015 0:00,,
573,482606333,5/19/2015 0:00,Carolyn,Brown,8/1/1980 0:00,,FLORISSANT,MO,B511308400,,UNINCORPORATED NORTH ST. LOUIS COUNTY,21 Village Square
574,807716016,3/9/2015 0:00,Harold,Jacobs,12/3/1950 0:00,4388 David Street,,MO,P726104482,11/29/2015 0:00,FENTON,625 New Smizer Mill Road
575,713043035,1/19/2015 0:00,Julia,Johnson,12/17/1966 0:00,51081 Lukken Park,ST. ANN,,,9/13/2015 0:00,VINITA TERRACE,8027 Page Boulevard
576,271129309,1/5/2015 0:00,Jessica,Long,8/18/1981 0:00,7255 Dexter Drive,CHARLACK,MO,G351259132,10/19/2015 0:00,FENTON,625 New Smizer Mill Road
577,60152776,6/4/2015 0:00,Andrew,Sanchez,10/25/1972 0:00,9489 Dottie Way,BRECKENRIDGE HILLS,MO,,12/16/2015 0:00,BELLEFONTAINE NEIGHBORS,9641 Bellefontaine Road
578,128049775,3/2/2015 0:00,Rebecca,Jacobs,,,WILDWOOD,MO,B567263612,10/14/2015 0:00,NORMANDY,7700 Natural Bridge Road
579,385544787,2/7/2015 0:00,Ryan,Garrett,7/19/1958 0:00,45855 Village Green Avenue,RICHMOND HEIGHTS,,S970610650,,FERGUSON,110 Church Street
580,118713550,4/18/2015 0:00,Louis,Medina,9/25/1975 0:00,,BELLA VILLA,MO,T605388701,10/24/2015 0:00,CLARKSON VALLEY,15933 Clayton Road
581,908408209,3/31/2015 0:00,Barbara,Graham,6/17/1952 0:00,7 Milwaukee Crossing,LAKESHIRE,MO,L839334782,11/2/2015 0:00,,
582,251938022,3/7/2015 0:00,Cheryl,Castillo,9/26/1969 0:00,85 Orin Way,RICHMOND HEIGHTS,MO,E840551269,10/11/2015 0:00,PAGEDALE,1420 Ferguson Avenue
583,362206201,4/13/2015 0:00,Joshua,Powell,6/28/1984 0:00,37 Rutledge Parkway,WESTWOOD,MO,,10/25/2015 0:00,DES PERES,12325 Manchester Road
584,809303075,4/1/2015 0:00,Joshua,Powell,6/28/1984 0:00,37 Rutledge Parkway,WESTWOOD,MO,,12/14/2015 0:00,BELLEFONTAINE NEIGHBORS,9641 Bellefontaine Road
585,459843706,3/15/2015 0:00,Joshua,Powell,6/28/1984 0:00,37 Rutledge Parkway,WESTWOOD,MO,,11/20/2015 0:00,MANCHESTER,200 Highlands Blvd. Dr.
586,111177478,8/15/2015 0:00,Joshua,Powell,6/28/1984 0:00,37 Rutledge Parkway,WESTWOOD,MO,,9/27/2015 0:00,NORMANDY,7700 Natural Bridge Road
587,69870235,2/19/2015 0:00,Joshua,Powell,6/28/1984 0:00,37 Rutledge Parkway,WESTWOOD,MO,,12/28/2015 0:00,MAPLEWOOD,7601 Manchester Road
588,483024816,7/16/2015 0:00,Amanda,Wood,11/25/1985 0:00,13 Anniversary Terrace,JENNINGS,MO,V646969058,12/22/2015 0:00,LAKESHIRE,10000 Puttington Drive
589,767983623,5/12/2015 0:00,Phyllis,Howard,8/5/1953 0:00,04 Main Plaza,DES PERES,MO,N478861617,12/4/2015 0:00,FLORDELL HILLS,7001 Brandon Avenue
590,491199358,3/12/2015 0:00,Christine,Fields,11/24/1951 0:00,03005 Nancy Point,PASADENA PARK,MO,J759474870,11/3/2015 0:00,BLACK JACK,12500 Old Jamestown Road
591,474111964,2/26/2015 0:00,Janice,Gonzales,6/23/1965 0:00,254 Walton Terrace,NORWOOD COURT,MO,Z749264896,12/12/2015 0:00,,
592,253941947,4/22/2015 0:00,William,Turner,6/29/1967 0:00,2198 Russell Pass,GREEN PARK,,B437316106,10/5/2015 0:00,MARLBOROUGH,7826 Wimbledon Drive
593,88417602,5/11/2015 0:00,Donna,Meyer,3/28/1971 0:00,476 Nancy Pass,VINITA TERRACE,MO,F645138176,10/10/2015 0:00,MARLBOROUGH,7826 Wimbledon Drive
594,545417140,3/4/2015 0:00,Nicole,Flores,7/29/1988 0:00,0 Vera Lane,LAKESHIRE,MO,N366453313,11/22/2015 0:00,MACKENZIE,4400 Shrewsbury Avenue
595,139026990,7/29/2015 0:00,Heather,Sullivan,8/4/1958 0:00,17429 Shopko Avenue,WILBUR PARK,MO,O007062762,11/5/2015 0:00,RICHMOND HEIGHTS,7447 Dale Avenue
596,771725629,3/16/2015 0:00,Timothy,Montgomery,10/2/1951 0:00,61 Debra Crossing,NORTHWOODS,MO,A345541104,11/10/2015 0:00,NORTHWOODS,4600 Oakridge Boulevard
